0,AUS_CCUS,CAN_CCUS,DNK_CCUS,JPN_CCUS,MEX_CCUS,NZL_CCUS,NOR_CCUS,SWE_CCUS,CHE_CCUS,GBR_CCUS,BRA_CCUS,IND_CCUS,ZAF_CCUS,EA19_CCUS
2006-04,1.35725,1.143848,6.076073,117.073,11.0514,1.6083,6.3904,7.592575,1.281996,0.565528,2.1285,44.9491,6.06231,0.8141954
2006-05,1.308783,1.109221,5.837796,111.7565,11.08822,1.583609,6.104826,7.30566,1.218446,0.5348312,2.1773,45.4073,6.31342,0.7829057
2006-06,1.352227,1.114093,5.888997,114.6677,11.39377,1.617045,6.207864,7.294141,1.232029,0.5425668,2.2475,46.0561,6.99639,0.789752
2006-07,1.329857,1.128942,5.87753,115.6619,10.98671,1.621048,6.261476,7.256852,1.236142,0.5420895,2.1885,46.4562,7.07788,0.7878321
2006-08,1.311,1.118673,5.824174,115.913,10.87452,1.576609,6.247783,7.188352,1.231849,0.5281659,2.1551,46.537,6.96029,0.7806007
2006-09,1.32381,1.116112,5.858846,117.1857,10.982,1.528095,6.496953,7.283998,1.244086,0.5303168,2.1679,46.1181,7.455,0.7853484
2006-10,1.326318,1.128187,5.907418,118.6777,10.8965,1.510818,6.660818,7.334972,1.259728,0.5329114,2.1475,45.4676,7.65975,0.7922798
2006-11,1.293909,1.136394,5.78443,117.285,10.91605,1.493909,6.396818,7.059768,1.235096,0.5229715,2.1571,44.8507,7.26147,0.7758054
2006-12,1.273571,1.152978,5.648552,117.3714,10.85576,1.441857,6.190857,6.847361,1.210625,0.5095984,2.14912,44.6351,7.04028,0.7576693
2007-01,1.277217,1.175373,5.733875,120.3739,10.94883,1.438826,6.364826,6.985764,1.242391,0.5104401,2.1377,44.3325,7.16694,0.769205
2007-02,1.27695,1.170706,5.696173,120.465,10.9944,1.4413,6.18255,7.020189,1.238435,0.5105614,2.0955,44.1583,7.17472,0.7641653
2007-03,1.261091,1.168685,5.622525,117.3041,11.11627,1.430636,6.138637,7.016694,1.217752,0.5134068,2.0879,44.026,7.34905,0.7547579
2007-04,1.209476,1.135077,5.516509,118.904,10.98067,1.361571,6.013952,6.838062,1.213048,0.5031434,2.0312,42.1482,7.10267,0.7401965
2007-05,1.212522,1.094773,5.515823,120.813,10.82348,1.36487,6.025348,6.818502,1.221712,0.504178,1.9808,40.7814,7.00222,0.7401587
2007-06,1.187524,1.066076,5.54689,122.6986,10.83852,1.321714,6.0,6.949899,1.232958,0.5032468,1.9311,40.7736,7.167,0.7450341
2007-07,1.152864,1.051215,5.424233,121.4791,10.80995,1.272136,5.784818,6.698247,1.207546,0.4916044,1.882,40.4139,6.9725,0.728968
2007-08,1.207087,1.058381,5.464695,116.6978,11.04709,1.380074,5.850956,6.846716,1.203327,0.4972451,1.9652,40.8212,7.23,0.7341982
2007-09,1.1818,1.02635,5.356159,115.0515,11.03135,1.39195,5.6288,6.670566,1.185143,0.4953651,1.8988,40.34,7.1175,0.7188495
2007-10,1.112913,0.9756386,5.238091,115.8974,10.82617,1.31713,5.406478,6.448731,1.174324,0.4891154,1.8002,39.5114,6.76091,0.7027786
2007-11,1.1165,0.9676305,5.074688,110.9205,10.88077,1.310818,5.409227,6.323325,1.122311,0.4826663,1.7691,39.4364,6.69472,0.6807399
2007-12,1.14625,1.001896,5.123403,112.4565,10.8462,1.30065,5.49585,6.476067,1.139514,0.4960046,1.7852,39.4395,6.80615,0.6867732
2008-01,1.134047,1.011576,5.063969,107.8859,10.91004,1.295632,5.408652,6.408722,1.101664,0.507551,1.7735,39.3737,7.0131,0.6796662
2008-02,1.096048,1.000219,5.05864,107.114,10.76862,1.255429,5.395095,6.352992,1.091375,0.5093919,1.7269,39.7326,7.66325,0.6786292
2008-03,1.084476,1.002992,4.802785,100.7067,10.73424,1.24998,5.148334,6.061495,1.011835,0.4997835,1.7068,40.3561,7.97056,0.6440976
2008-04,1.075955,1.016199,4.737751,102.6077,10.51514,1.268066,5.058455,5.951659,1.013775,0.504575,1.6881,40.0224,7.785,0.635093
2008-05,1.053182,0.9993182,4.796864,104.3473,10.44023,1.284994,5.060364,5.988818,1.044682,0.5085909,1.6597,42.125,7.621,0.6425455
2008-06,1.051857,1.016381,4.796048,106.9336,10.32814,1.313888,5.140143,6.031428,1.038,0.5089524,1.6181,42.8202,7.92,0.6429048
2008-07,1.039043,1.015,4.733652,106.8435,10.21717,1.325156,5.108174,6.001739,1.027783,0.5031739,1.5906,42.838,7.62568,0.6346087
2008-08,1.134524,1.053714,4.98681,109.3314,10.10867,1.409399,5.331714,6.281952,1.083524,0.5305714,1.6115,42.9374,7.6614,0.669
2008-09,1.222591,1.058682,5.197409,106.6445,10.64741,1.483253,5.686773,6.670136,1.109909,0.5565909,1.7988,45.5635,8.05714,0.6970454
2008-10,1.463435,1.180522,5.618087,100.0722,12.64387,1.649652,6.485174,7.434217,1.142913,0.5928261,2.1721,48.6555,9.7448,0.7533478
2008-11,1.5211,1.219,5.8489,96.86125,13.1082,1.77315,6.93735,7.96875,1.19075,0.65335,2.2655,49.0033,10.0985,0.7861
2008-12,1.49375,1.2371,5.54645,91.30975,13.4171,1.7971,7.0136,8.01335,1.14735,0.673,2.3936,48.6345,9.97425,0.74475
2009-01,1.4901,1.22805,5.65485,90.26975,13.91065,1.82715,6.9726,8.1434,1.13185,0.6919,2.306643,48.8338,9.8993,0.7583
2009-02,1.5381,1.24415,5.81665,92.8245,14.6087,1.938553,6.8647,8.5305,1.16285,0.69405,2.3119,49.2611,10.0063,0.78065
2009-03,1.503273,1.264136,5.712136,97.80454,14.641,1.880827,6.781909,8.568363,1.154864,0.7057727,2.329544,51.2287,10.471,0.7668636
2009-04,1.397818,1.224091,5.640727,98.90091,13.409,1.749068,6.652637,8.226318,1.147318,0.6796364,2.2051,50.0619,8.996333,0.7574091
2009-05,1.306476,1.150857,5.449381,96.53048,13.18757,1.663119,6.441095,7.742381,1.105857,0.6479524,2.072647,48.534,8.378612,0.7319524
2009-06,1.246577,1.126173,5.311346,96.62659,13.33205,1.566659,6.389577,7.765595,1.081046,0.6109318,1.957776,47.7714,8.04625,0.7135682
2009-07,1.24387,1.123217,5.284304,94.31348,13.3617,1.552674,6.355522,7.683696,1.07813,0.6106521,1.936153,48.4783,7.951295,0.7098261
2009-08,1.197333,1.087286,5.216143,94.88619,13.00762,1.478386,6.06881,7.155,1.067619,0.605,1.843724,48.335,7.935,0.701
2009-09,1.160273,1.081046,5.109137,91.34,13.40491,1.421518,5.901546,6.996864,1.039636,0.6129091,1.821375,48.43895,7.521191,0.6864545
2009-10,1.104273,1.054045,5.023773,90.30091,13.21986,1.35465,5.644091,6.955909,1.021818,0.6174545,1.7373,46.72105,7.483095,0.675
2009-11,1.087857,1.058762,4.988429,89.14381,13.10948,1.370971,5.642762,6.924143,1.012286,0.6028572,1.724177,46.569,7.517143,0.6702333
2009-12,1.109957,1.054696,5.106131,89.91739,12.8583,1.396544,5.765956,7.139087,1.029913,0.6166522,1.7468,46.63,7.478571,0.6863478
2010-01,1.096,1.042714,5.210238,91.12381,12.8181,1.375924,5.734619,7.141762,1.033429,0.6180952,1.77218,45.9598,7.4555,0.7001429
2010-02,1.1287,1.05655,5.4389,90.1115,12.9288,1.43437,5.91285,7.2586,1.07155,0.63985,1.84656,46.3279,7.66525,0.73085
2010-03,1.096478,1.023044,5.483217,90.70565,12.5707,1.421565,5.919478,7.162869,1.06613,0.6642174,1.786348,45.4965,7.411191,0.737
2010-04,1.080636,1.005455,5.554863,93.51455,12.24973,1.404559,5.923,7.209909,1.070318,0.6529091,1.758476,44.4995,7.352105,0.7465454
2010-05,1.151571,1.040238,5.918476,91.97,12.73824,1.436224,6.295048,7.700129,1.129619,0.6808095,1.802739,45.8115,7.651,0.7954286
2010-06,1.172,1.038091,6.091182,90.82954,12.717,1.446268,6.476818,7.832046,1.126045,0.6777727,1.807768,46.56454,7.633095,0.8189545
2010-07,1.141364,1.043455,5.826227,87.49577,12.8205,1.403823,6.274455,7.421591,1.053364,0.6542273,1.770524,46.8364,7.528572,0.7820455
2010-08,1.1115,1.040773,5.775591,85.37955,12.76864,1.400309,6.149455,7.303454,1.039045,0.6398636,1.759143,46.5671,7.299762,0.7754091
2010-09,1.065591,1.032864,5.687545,84.37228,12.803,1.370764,6.037864,7.039273,1.001227,0.6420454,1.720786,46.059,7.12625,0.7639091
2010-10,1.020095,1.019048,5.368857,81.80286,12.44405,1.330386,5.836762,6.682524,0.9694762,0.6306667,1.677071,44.4119,6.909211,0.72
2010-11,1.011955,1.012864,5.466546,82.55227,12.33477,1.295995,5.966682,6.827318,0.985,0.6270909,1.712176,45.0165,6.983052,0.7334545
2010-12,1.006217,1.007696,5.639435,83.27,12.38904,1.330639,5.975131,6.846826,0.9673043,0.642,1.69695,45.1591,6.839676,0.7567826
2011-01,1.003333,0.9938571,5.575953,82.57762,12.12366,1.306762,5.852524,6.667524,0.9563333,0.6335714,1.673379,45.3945,6.923122,0.7484095
2011-02,0.9914,0.9878,5.4574,82.5355,12.06545,1.312345,5.7263,6.4299,0.94945,0.62005,1.667847,45.4368,7.173047,0.73225
2011-03,0.9889565,0.9766957,5.320218,81.66,11.99796,1.348817,5.590435,6.347,0.9187391,0.6191739,1.658591,44.9895,6.918838,0.7135652
2011-04,0.9447143,0.9578095,5.156619,83.16524,11.70143,1.267257,5.398952,6.195619,0.8968095,0.6106667,1.592325,44.3681,6.737222,0.6917143
2011-05,0.9374545,0.9685,5.206273,81.08455,11.653,1.256214,5.475409,6.251727,0.8734091,0.6121818,1.612276,44.9048,6.867836,0.6984546
2011-06,0.9419546,0.9772273,5.176273,80.39591,11.80382,1.227177,5.436227,6.324818,0.8399546,0.6167727,1.587127,44.8518,6.7972,0.6941818
2011-07,0.9281428,0.9558095,5.219,79.32381,11.669,1.181838,5.447,6.387762,0.8224762,0.6191905,1.56362,44.4159,6.798615,0.7000476
2011-08,0.9524783,0.9816522,5.198278,76.95,12.231,1.193752,5.436956,6.398522,0.7801304,0.6114348,1.595665,45.2785,7.0684,0.6976522
2011-09,0.9786818,1.001818,5.412045,76.81773,13.05427,1.232168,5.620773,6.641,0.8728182,0.6337273,1.738195,47.638,7.5702,0.727
2011-10,0.9861429,1.020524,5.425238,76.65476,13.43848,1.273324,5.644095,6.641476,0.8960476,0.6347619,1.779784,49.2569,7.969003,0.7288572
2011-11,0.9892727,1.024636,5.483182,77.50182,13.69709,1.298764,5.735273,6.733046,0.9070455,0.6325455,1.774018,50.8433,8.133482,0.7371364
2011-12,0.9877273,1.023182,5.652637,77.81409,13.76968,1.298936,5.890954,6.851864,0.9333636,0.6416364,1.831117,52.6675,8.176621,0.7606364
2012-01,0.9613182,1.013045,5.761636,76.91591,13.40286,1.250464,5.946363,6.850591,0.9380909,0.6446818,1.791665,51.3461,8.006665,0.775
2012-02,0.9319524,0.9962857,5.614953,78.54857,12.77552,1.197486,5.707095,6.659,0.9117619,0.6328095,1.71965,49.1635,7.65891,0.7554762
2012-03,0.95,0.9934545,5.627636,82.44363,12.74282,1.219727,5.699273,6.730336,0.9128182,0.6320909,1.790177,50.323,7.610693,0.7571363
2012-04,0.9670476,0.9927619,5.651143,81.27428,13.05629,1.223405,5.749619,6.731381,0.9131429,0.6251429,1.850338,51.8029,7.833514,0.7599524
2012-05,1.002913,1.009913,5.810043,79.66478,13.62604,1.292274,5.917174,7.031,0.9388695,0.6286087,1.974995,54.4735,8.1533,0.7817826
2012-06,1.001809,1.027762,5.926476,79.30238,13.91376,1.281781,6.014905,7.071238,0.9576667,0.6431429,2.047771,56.0302,8.388947,0.7977143
2012-07,0.9712273,1.013864,6.055136,78.98227,13.35668,1.252295,6.065636,6.947273,0.9776818,0.6415455,2.029276,55.4948,8.24854,0.8140909
2012-08,0.9551305,0.9925652,6.001826,78.68435,13.178,1.234204,5.899913,6.674783,0.9681739,0.6361739,2.029996,55.5598,8.276118,0.8061739
2012-09,0.96175,0.9783,5.79055,78.148,12.9339,1.222275,5.7484,6.59965,0.93995,0.6207,2.028474,54.6055,8.274972,0.77715
2012-10,0.9713478,0.9864783,5.74613,78.97609,12.88922,1.219922,5.705131,6.638217,0.9321739,0.6219565,2.030615,53.0239,8.629027,0.7706087
2012-11,0.9612273,0.9968637,5.811318,81.025,13.06514,1.2211,5.716546,6.704409,0.9389545,0.6265454,2.06046,54.7758,8.794468,0.7792273
2012-12,0.9558572,0.9895715,5.682476,83.79762,12.86224,1.203848,5.609,6.589334,0.9204762,0.6195238,2.083405,54.6478,8.644468,0.7617619
2013-01,0.9524348,0.9917826,5.609783,89.03261,12.69817,1.195365,5.551304,6.481913,0.9235652,0.6261739,2.032565,54.3168,8.794973,0.752
2013-02,0.97045,1.01,5.5899,93.0715,12.71625,1.192615,5.5656,6.372,0.92115,0.6465,1.973611,53.7737,8.893113,0.74955
2013-03,0.967,1.024095,5.755571,94.79762,12.49833,1.206976,5.778857,6.444476,0.946381,0.6631905,1.981532,54.4046,9.192314,0.7720476
2013-04,0.9641818,1.018636,5.722909,97.73091,12.21318,1.180023,5.793545,6.486273,0.9364091,0.653,2.003114,54.3757,9.111082,0.7677727
2013-05,1.011095,1.020524,5.743429,101.021,12.31371,1.216064,5.822238,6.603619,0.9567143,0.6545714,2.029232,55.0108,9.369578,0.7707143
2013-06,1.060064,1.031325,5.65446,97.5115,12.9572,1.265842,5.869025,6.57223,0.93431,0.6461495,2.166294,58.3973,10.02537,0.758586
2013-07,1.090317,1.040265,5.7024,99.63478,12.76188,1.268444,6.028222,6.619974,0.9451913,0.6591865,2.246445,59.7754,9.904332,0.7646422
2013-08,1.106662,1.040477,5.603591,97.82455,12.92857,1.263776,5.964613,6.535218,0.9264182,0.6447964,2.338454,63.20884,10.09355,0.7510654
2013-09,1.07807,1.035224,5.587976,99.31095,13.07427,1.228842,5.973362,6.500976,0.924381,0.6304153,2.272535,63.7521,9.975829,0.7491162
2013-10,1.051287,1.036674,5.470909,97.75043,12.99666,1.198428,5.956152,6.411087,0.9027,0.6214021,2.194582,61.6156,9.914493,0.7330056
2013-11,1.071923,1.048967,5.527966,99.94286,13.07421,1.211723,6.081429,6.584357,0.9128143,0.621029,2.28879,62.633,10.20357,0.7413595
2013-12,1.11338,1.063541,5.44415,103.5482,13.00595,1.216563,6.1339,6.543941,0.8941636,0.6105332,2.345916,61.9103,10.38246,0.7297122
2014-01,1.128584,1.093487,5.479257,104.1687,13.21326,1.208426,6.164226,6.486191,0.9035,0.6070422,2.381565,62.076,10.89358,0.7340835
2014-02,1.115379,1.105675,5.46368,102.024,13.2786,1.20524,6.118475,6.497665,0.894215,0.603666,2.388111,62.254,10.98104,0.731746
2014-03,1.102526,1.110686,5.399886,102.2976,13.2025,1.171404,5.998076,6.413986,0.8811048,0.601629,2.328195,61.014,10.74583,0.7231647
2014-04,1.073287,1.099123,5.404382,102.5214,13.06177,1.162028,5.970041,6.543327,0.8825773,0.5970595,2.234791,60.35662,10.55013,0.7240891
2014-05,1.074239,1.088709,5.433918,101.8318,12.93016,1.162642,5.937541,6.572495,0.8879591,0.593645,2.220281,59.305,10.40979,0.7281082
2014-06,1.067671,1.082581,5.485781,102.0395,12.99335,1.160525,6.0447,6.680114,0.8960238,0.5915428,2.23486,59.7307,10.67119,0.7355753
2014-07,1.064749,1.073735,5.507535,101.7109,12.96664,1.151053,6.195457,6.816048,0.8969434,0.5858917,2.221541,60.0586,10.7041,0.738857
2014-08,1.074885,1.092214,5.598781,102.9457,13.14407,1.185212,6.197076,6.89901,0.9097952,0.5987067,2.269352,60.8952,10.66289,0.75092
2014-09,1.104138,1.100714,5.771241,107.2336,13.23839,1.22835,6.340918,7.123023,0.9353637,0.6133487,2.327243,60.8649,10.97778,0.7751895
2014-10,1.138408,1.12167,5.874856,108.0235,13.47961,1.270273,6.560287,7.237087,0.9526087,0.6223617,2.450419,61.342,11.0701,0.7890443
2014-11,1.156109,1.133365,5.96656,116.052,13.622,1.276544,6.808125,7.41347,0.96458,0.633745,2.546367,61.7042,11.10492,0.801368
2014-12,1.213355,1.15437,6.038857,119.3213,14.5353,1.288282,7.28773,7.636144,0.9758956,0.6397291,2.6327,62.75295,11.46053,0.8121961
2015-01,1.23606,1.209941,6.392468,118.4377,14.69686,1.308923,7.675405,8.087895,0.9421727,0.659525,2.633537,62.22593,11.5729,0.8599027
2015-02,1.283787,1.249695,6.564335,118.5925,14.91772,1.342016,7.594075,8.350395,0.935255,0.652182,2.804456,62.03761,11.58253,0.880563
2015-03,1.293643,1.261205,6.885114,120.3695,15.24283,1.340757,7.978791,8.530018,0.9798182,0.6687014,3.112635,62.44984,12.06818,0.9244727
2015-04,1.294662,1.234136,6.931173,119.5409,15.22827,1.317849,7.9147,8.648977,0.9620954,0.6685336,3.057968,62.75316,12.00578,0.9246855
2015-05,1.264913,1.2177,6.694314,120.6662,15.2665,1.355262,7.539557,8.335124,0.9315714,0.6471829,3.051779,63.80033,11.96833,0.8961172
2015-06,1.294995,1.235764,6.650932,123.6973,15.50472,1.43305,7.808187,8.267219,0.9318545,0.6424404,3.115505,63.86074,12.30105,0.8915578
2015-07,1.347436,1.2848,6.786291,123.3413,15.94103,1.503779,8.126922,8.522796,0.9530044,0.6426787,3.2147,63.63498,12.46014,0.9087826
2015-08,1.371162,1.314019,6.701305,123.171,16.54392,1.528037,8.242766,8.547838,0.9681286,0.6421291,3.502271,65.07233,12.92008,0.8983648
2015-09,1.417859,1.326641,6.649282,120.0345,16.85139,1.579125,8.295005,8.367246,0.9716,0.6524546,3.890924,66.21781,13.61306,0.8914286
2015-10,1.388679,1.306218,6.641077,119.9905,16.57883,1.494405,8.270027,8.322136,0.9681273,0.6519491,3.885567,65.05801,13.50954,0.8903236
2015-11,1.397775,1.327462,6.949728,122.4962,16.63821,1.525885,8.623285,8.675781,1.0087,0.65834,3.784839,66.1171,14.11518,0.93277
2015-12,1.379593,1.371704,6.858882,121.69,17.08014,1.481853,8.7031,8.496478,0.9957783,0.6678365,3.868673,66.59551,14.9904,0.9184513
2016-01,1.423036,1.420714,6.8694,118.2833,18.04938,1.530246,8.829862,8.526867,1.005405,0.694699,4.045726,67.25233,16.36503,0.9217671
2016-02,1.403029,1.379186,6.728428,114.9976,18.46209,1.508174,8.6212,8.471919,0.9930333,0.699621,3.96851,68.23766,15.76568,0.9017024
2016-03,1.336597,1.32117,6.715035,112.9704,17.62284,1.483468,8.48626,8.361965,0.9832913,0.7020652,3.721439,67.02185,15.38684,0.8985226
2016-04,1.30447,1.281762,6.5613,109.6548,17.46795,1.451496,8.221391,8.12042,0.9639619,0.6987543,3.569648,66.46953,14.62243,0.8818176
2016-05,1.36607,1.295077,6.573041,108.8536,18.08295,1.470817,8.225781,8.211341,0.9772273,0.6882673,3.530081,66.90673,15.37645,0.8846082
2016-06,1.352016,1.2887,6.623796,105.4332,18.5701,1.420072,8.308018,8.296346,0.9699818,0.7047323,3.441391,67.29687,15.08105,0.8902814
2016-07,1.328806,1.303962,6.721033,104.0586,18.52283,1.401995,8.464828,8.560576,0.9821,0.7609786,3.275795,67.20763,14.4095,0.9043114
2016-08,1.311563,1.299596,6.636926,101.2835,18.4191,1.381922,8.298113,8.471392,0.9703348,0.76343,3.209057,66.93964,13.76079,0.89225
2016-09,1.316802,1.309723,6.642432,101.9695,19.04943,1.368046,8.202969,8.533381,0.9743046,0.7609677,3.255771,66.73773,14.01824,0.8919187
2016-10,1.312955,1.325457,6.748548,103.8143,18.82845,1.39862,8.1642,8.797624,0.9867476,0.8113238,3.185245,66.74769,13.97332,0.9076771
2016-11,1.327318,1.344186,6.892377,108.2314,19.99669,1.400539,8.411632,9.112627,0.9958454,0.8044527,3.34143,67.62566,13.91747,0.9276705
2016-12,1.361386,1.335377,7.057082,116.0823,20.45695,1.422915,8.568455,9.212982,1.019264,0.8021409,3.351668,67.90044,13.83853,0.9488513
2017-01,1.343143,1.320645,7.005736,114.9755,21.27207,1.404106,8.479091,8.956914,1.008632,0.80989,3.195986,68.08037,13.54344,0.9407473
2017-02,1.304207,1.31089,6.98621,113.1205,20.2188,1.384395,8.32564,8.898645,1.001735,0.8006255,3.103589,67.07545,13.26423,0.939364
2017-03,1.3118,1.338348,6.959809,113.0317,19.2279,1.42771,8.509292,8.917769,1.00213,0.8099269,3.127331,65.87666,12.9393,0.9353174
2017-04,1.326313,1.34378,6.9454,110.073,18.75637,1.434942,8.580515,8.947525,1.000755,0.7912055,3.135572,64.50709,13.51284,0.9333455
2017-05,1.345316,1.36043,6.73387,112.2239,18.76033,1.438549,8.509178,8.784344,0.9868217,0.7734913,3.208704,64.42484,13.28518,0.9044722
2017-06,1.323251,1.329805,6.624409,110.8818,18.10983,1.382587,8.460591,8.686586,0.9685454,0.7805045,3.294767,64.44299,12.91721,0.8900082
2017-07,1.283702,1.270248,6.461252,112.5348,17.78123,1.360091,8.166871,8.332486,0.9606905,0.7696291,3.205538,64.45588,13.13388,0.8681657
2017-08,1.26299,1.260622,6.299952,109.8965,17.79016,1.369439,7.894309,8.083813,0.9649783,0.77206,3.150313,63.96838,13.23093,0.846647
2017-09,1.254451,1.228791,6.244853,110.6652,17.79284,1.378544,7.828967,7.999933,0.962181,0.7507309,3.13419,64.44095,13.13451,0.8394862
2017-10,1.283708,1.260209,6.331423,112.9414,18.73078,1.420725,7.994377,8.172468,0.9817227,0.7577791,3.190638,65.08128,13.67562,0.8506873
2017-11,1.311527,1.276495,6.340623,112.9005,18.87773,1.452065,8.185336,8.386619,0.9919091,0.7565368,3.258735,64.86261,14.07818,0.8517459
2017-12,1.308192,1.276943,6.287981,112.9519,19.13987,1.435664,8.317943,8.397266,0.9868571,0.7463928,3.29131,64.24232,13.1703,0.8452995
2018-01,1.259082,1.243252,6.108678,111.0861,18.89299,1.37752,7.922026,8.061569,0.9609478,0.7239287,3.209986,63.63689,12.20408,0.819927
2018-02,1.269179,1.25839,6.03029,107.9545,18.61147,1.368456,7.83272,8.032005,0.93405,0.716351,3.240906,64.37384,11.82197,0.810291
2018-03,1.288567,1.293,6.035418,106.0245,18.59596,1.378845,7.766595,8.23915,0.9470909,0.7157695,3.278614,65.02133,11.83557,0.8110341
2018-04,1.300204,1.273257,6.062186,107.5724,18.3221,1.380362,7.834152,8.441795,0.9675619,0.7102195,3.4069,65.63634,12.08405,0.8149529
2018-05,1.328595,1.287135,6.300918,109.74,19.47356,1.438825,8.097552,8.758578,0.9970348,0.7431856,3.635462,67.53936,12.52938,0.847137
2018-06,1.333716,1.31239,6.377586,110.0095,20.21735,1.44093,8.113419,8.800062,0.9895619,0.7526105,3.772571,67.79307,13.28549,0.8563634
2018-07,1.350335,1.313182,6.377323,111.4623,18.95361,1.473514,8.127636,8.822532,0.9946455,0.7594154,3.828136,68.69336,13.41446,0.8557927
2018-08,1.364773,1.303865,6.456465,111.0522,18.78905,1.499055,8.327004,9.062278,0.9888479,0.776437,3.929157,69.54651,14.08897,0.865863
2018-09,1.388393,1.303745,6.39745,111.9375,18.95896,1.515658,8.252345,8.95718,0.967935,0.765632,4.115947,72.21529,14.77974,0.857064
2018-10,1.406919,1.300635,6.496069,112.8517,19.11436,1.530672,8.254913,9.034913,0.9934869,0.7686204,3.757805,73.6323,14.4963,0.8707709
2018-11,1.380065,1.320064,6.5641,113.3382,20.18624,1.475546,8.469764,9.055595,1.001091,0.7752255,3.786015,71.85424,14.08659,0.8799523
2018-12,1.394031,1.344681,6.555976,112.2248,20.02231,1.468083,8.619761,9.019286,0.9925953,0.7895305,3.884405,70.73107,14.18052,0.8787457
2019-01,1.401055,1.331583,6.538748,109.1252,19.14484,1.47555,8.558,8.985635,0.9888608,0.7757278,3.741055,70.73287,13.86149,0.8757265
2019-02,1.399852,1.32086,6.574515,110.329,19.15143,1.463263,8.584815,9.24949,1.001565,0.7683075,3.723025,71.22177,13.79562,0.881373
2019-03,1.412295,1.336819,6.602638,111.2281,19.19449,1.463411,8.598424,9.288671,1.000652,0.7595824,3.845884,69.47865,14.38307,0.8852167
2019-04,1.404973,1.337791,6.637873,111.6273,18.93698,1.489419,8.552773,9.318527,1.006968,0.7673573,3.895557,69.42741,14.15436,0.8899982
2019-05,1.439158,1.345943,6.674196,110.0848,19.08361,1.524222,8.735013,9.599583,1.010896,0.7786369,4.000918,69.77312,14.43697,0.8938965
2019-06,1.440275,1.32873,6.613165,108.063,19.21239,1.515114,8.632465,9.410695,0.98904,0.788713,3.858226,69.43887,14.56647,0.8853465
2019-07,1.431291,1.310043,6.654961,108.2304,19.01641,1.497393,8.610048,9.40947,0.9873956,0.8021478,3.778713,68.8083,14.04656,0.8917004
2019-08,1.476359,1.327509,6.705232,106.3186,19.65246,1.554191,8.964754,9.644009,0.9792318,0.8226068,4.019382,71.1457,15.14229,0.8988809
2019-09,1.468933,1.324309,6.782676,107.4438,19.54335,1.576203,9.015452,9.716395,0.9905286,0.8094648,4.1209,71.33366,14.84852,0.9084157
2019-10,1.471978,1.319013,6.758309,108.1196,19.29837,1.578956,9.153,9.776257,0.9936522,0.7910961,4.086387,71.03944,14.90653,0.9046469
2019-11,1.464348,1.323805,6.761538,108.8019,19.28695,1.563542,9.147514,9.637357,0.9931,0.7761705,4.154725,71.4517,14.80356,0.905019
2019-12,1.453514,1.317036,6.726913,109.1786,19.07966,1.514962,9.030404,9.434527,0.9834773,0.7634959,4.108881,71.1926,14.43568,0.89996
2020-01,1.454661,1.308244,6.729852,109.3335,18.77574,1.513768,8.94713,9.496983,0.9700391,0.7646204,4.146777,71.31378,14.39717,0.9007326
2020-02,1.49859,1.3284,6.851725,110.0295,18.8019,1.564734,9.291965,9.6885,0.97611,0.771804,4.341839,71.48852,15.01531,0.916945
2020-03,1.609323,1.39525,6.754527,107.4923,22.14204,1.653786,10.22016,9.803855,0.9570273,0.8101496,4.883218,74.3507,16.61119,0.9058505
2020-04,1.590705,1.405677,6.869182,107.8064,24.10105,1.662743,10.42354,10.02414,0.9709818,0.8053545,5.324985,76.23649,18.576,0.91977
2020-05,1.536386,1.397562,6.843476,107.2243,23.3341,1.642758,10.08904,9.744081,0.9706333,0.8129914,5.64285,75.65988,18.14256,0.9169186
2020-06,1.45005,1.355032,6.625477,107.5859,22.17543,1.5514,9.533432,9.305109,0.9515727,0.7984986,5.195995,75.72684,17.13317,0.8881264
2020-07,1.423043,1.350413,6.4978,106.7517,22.33604,1.517287,9.296787,9.049813,0.9346652,0.7881561,5.279596,74.99339,16.77138,0.8716092
2020-08,1.388981,1.323071,6.295362,105.9862,22.13743,1.515425,8.945004,8.7148,0.9101095,0.7613324,5.460633,74.67192,17.2308,0.8453547
2020-09,1.381914,1.322177,6.311014,105.5595,21.54995,1.500634,9.140582,8.837296,0.9143773,0.7720068,5.398881,73.48174,16.71584,0.8485795
2020-10,1.402995,1.321114,6.320487,105.1986,21.21155,1.50642,9.275696,8.839823,0.9126773,0.77014,5.62519,73.45811,16.46134,0.8495964
2020-11,1.376791,1.306576,6.290176,104.3905,20.35438,1.455855,9.078053,8.648295,0.9108952,0.7570514,5.417235,74.21979,15.54867,0.8451195
2020-12,1.328943,1.281009,6.115005,103.7904,19.89076,1.410181,8.717078,8.364065,0.8888826,0.7445091,5.144946,73.59364,14.90584,0.8218965
2021-01,1.294495,1.272443,6.10949,103.6871,19.84059,1.390895,8.518124,8.287952,0.8863952,0.7334414,5.3556,73.1094,15.12546,0.8217238
2021-02,1.289795,1.26992,6.14729,105.3485,20.2357,1.380823,8.496865,8.333805,0.897285,0.7210915,5.415895,72.75646,14.75213,0.826744
2021-03,1.29697,1.257374,6.2498,108.6922,20.68165,1.402143,8.52757,8.541244,0.9294783,0.7215787,5.645548,72.7928,14.98668,0.8404639
